"","row","column","cor","p"
"1","Innate immune cell activation.NSB","Innate immune cell activation.PAX",-0.0302118239523912,0.865314551732684
"2","Interferon response.NSB","Innate immune cell activation.PAX",0.0921223230497779,0.604337695797659
"3","Type I interferon signaling.NSB","Innate immune cell activation.PAX",0.106803436909001,0.547709929602346
"4","Type II interferon signaling.NSB","Innate immune cell activation.PAX",0.0595043024376023,0.738164442088452
"5","Type III interferon signaling.NSB","Innate immune cell activation.PAX",0.147317038448465,0.405737147483745
"6","TNF signaling.NSB","Innate immune cell activation.PAX",0.168351668398785,0.341224227484697
"7","Toll-like receptor signaling.NSB","Innate immune cell activation.PAX",0.0133556505145676,0.940241387237104
"8","Nod-like receptor signaling.NSB","Innate immune cell activation.PAX",0.110190766096454,0.535008994389772
"9","Chemokine signaling.NSB","Innate immune cell activation.PAX",0.0208036364888554,0.907034281493704
"10","RNA sensing.NSB","Innate immune cell activation.PAX",0.110650403199797,0.533296531719753
"11","Phagocytosis.NSB","Innate immune cell activation.PAX",-0.0612253863948123,0.730867482343261
"12","Myeloid inflammation.NSB","Innate immune cell activation.PAX",-0.117924072697667,0.506553612859205
"13","Myeloid activation.NSB","Innate immune cell activation.PAX",-0.0325391142104186,0.855044933846791
"14","Inflammasomes.NSB","Innate immune cell activation.PAX",0.0299425124857022,0.866504372759
"15","Complement system.NSB","Innate immune cell activation.PAX",-0.0518409411222295,0.770920405511655
"16","Coagulation.NSB","Innate immune cell activation.PAX",-0.0813700593579594,0.647327657307483
"17","Leukotriene/prostaglandin inflammation.NSB","Innate immune cell activation.PAX",-0.191903418344751,0.276917647645845
"18","Adaptive immune response.NSB","Innate immune cell activation.PAX",-0.0760122684235476,0.669186685969364
"19","MHC class I presentation.NSB","Innate immune cell activation.PAX",0.105884812439987,0.551178644481198
"20","MHC class II presentation.NSB","Innate immune cell activation.PAX",-0.0894780926204323,0.614796622895626
"21","TCR signaling.NSB","Innate immune cell activation.PAX",-0.223831333680306,0.20317769387179
"22","BCR signaling.NSB","Innate immune cell activation.PAX",-0.257200603902516,0.141978662318013
"23","NF-kappaB signaling.NSB","Innate immune cell activation.PAX",-0.11882873356314,0.503275105051739
"24","JAK-STAT signaling.NSB","Innate immune cell activation.PAX",0.0929653690745954,0.601019197906274
"25","NK cell activity.NSB","Innate immune cell activation.PAX",-0.237465780291731,0.176280711670497
