"EnsemblID","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ENSG00000214548.18","MEG3",93.9341982324527,-1.8105582092567,0.369955839009622,-4.8939846823437,9.88145331891075e-07,0.00460945093693889,"Down-regulated"
"ENSG00000246363.4","LINC02458",28.3292114894713,-1.29726611187774,0.301634696020764,-4.3007854500546,1.70193781148591e-05,0.0317564576245156,"Down-regulated"
"ENSG00000142408.7","CACNG8",199.398294965921,-0.915573657552084,0.223109599019014,-4.10369460380794,4.06604128270892e-05,0.0399306654179293,"Down-regulated"
"ENSG00000181333.12","HEPHL1",12.390051083974,-0.883171683214838,0.213671725047732,-4.13331096109019,3.57574414099539e-05,0.0399306654179293,"Down-regulated"
"ENSG00000233730.2","LINC01765",53.6989175334731,-0.851467747896021,0.182929357624341,-4.65462602041479,3.24569275585254e-06,0.0121122762262905,"Down-regulated"
"ENSG00000016391.11","CHDH",24.9527269349685,-0.794347872521025,0.193515339327274,-4.10483156158293,4.046095787443e-05,0.0399306654179293,"Down-regulated"
"ENSG00000134489.7","HRH4",97.963385557314,-0.781667227532905,0.173682021856117,-4.50056499330978,6.77730777769163e-06,0.0210762976373247,"Down-regulated"
"ENSG00000114315.4","HES1",100.83922535398,-0.702054252186851,0.123737641660169,-5.6737322836244,1.39719427652026e-08,0.000130351240027958,"Down-regulated"
"ENSG00000205746.10","PKD1P4",209.523015065015,-0.630395337960167,0.144255901404453,-4.3699795420689,1.24258177316935e-05,0.0289816666319587,"Down-regulated"
"ENSG00000268006.1","PTOV1-AS1",50.9947682016631,-0.628672948007326,0.128426872734075,-4.89518225137412,9.821466448774e-07,0.00460945093693889,"Down-regulated"
"ENSG00000163629.13","PTPN13",113.112851275258,-0.506500712559233,0.114608473739621,-4.41940020691622,9.8975211436252e-06,0.0263825495741289,"Down-regulated"
"ENSG00000251381.8","LINC00958",15.9010926678053,-1.61801697407292,0.801776791298667,-2.01803917453405,0.0435871815828294,0.367174958444384,"Unchanged"
"ENSG00000237988.6","OR2I1P",7.11002034012344,-1.57846366012701,0.405335410154514,-3.89421605066603,9.85168161096675e-05,0.0682093607916929,"Unchanged"
"ENSG00000290376.1","HERC2P3",24.8004145408336,-1.31862509774529,0.352863771612281,-3.73692400248492,0.000186285197099781,0.0820468004632329,"Unchanged"
"ENSG00000244300.3","GATA2-AS1",13.3805453682107,-1.21361237589604,0.349043271119996,-3.47696826242158,0.000507117842350933,0.118522364205064,"Unchanged"
"ENSG00000171433.12","GLOD5",7.67066751173386,-1.1864870639847,0.35543319857702,-3.3381436194897,0.000843401438296219,0.141189752376954,"Unchanged"
"ENSG00000251297.1","TUBB7P",9.57279113187325,-1.1793406529637,0.566754288960822,-2.0808676280617,0.037446023931563,0.356033984288391,"Unchanged"
"ENSG00000102854.16","MSLN",43.462769389216,-1.1120843259367,0.435999820490989,-2.55065317385763,0.0107521264885928,0.266079480305906,"Unchanged"
"ENSG00000161055.4","SCGB3A1",58.1770562946727,-1.09191353711081,0.417801097764726,-2.61347694621352,0.00896261300978183,0.255300833512574,"Unchanged"
"ENSG00000232490.6","OSBPL10-AS1",8.67129363466385,-1.08494011724221,0.283917323470552,-3.82132412344589,0.000132737060733109,0.0816300376790439,"Unchanged"
"ENSG00000227827.3","PKD1P2",139.105824050498,-1.04640949395092,0.331315493929663,-3.15834759654515,0.00158666247055753,0.168181248138721,"Unchanged"
"ENSG00000197353.4","LYPD2",68.7974952258504,-0.987903216269937,0.330643239205872,-2.98782221781595,0.00280972943026305,0.183039832830762,"Unchanged"
"ENSG00000187753.13","C9orf153",10.3980163472346,-0.984338233193492,0.258311732233444,-3.8106601844314,0.000138596172343611,0.0816300376790439,"Unchanged"
"ENSG00000173213.11","TUBB8B",27.5472178676748,-0.981219093213589,0.664151305091806,-1.47740294371319,0.139567657555803,0.507804158703696,"Unchanged"
"ENSG00000092850.12","TEKT2",16.3870118941614,-0.980503302757451,0.293578719886684,-3.33983097663178,0.000838293935855162,0.141189752376954,"Unchanged"
"ENSG00000204290.11","BTNL2",8.16753806533706,-0.978505890829977,0.308752019215756,-3.16922912217845,0.00152843854050638,0.168181248138721,"Unchanged"
"ENSG00000204345.1","CD300LD",18.9475600111056,-0.952242682065206,0.292841066829532,-3.25173887793382,0.00114701345650965,0.153972115719522,"Unchanged"
"ENSG00000233392.5","UICLM",552.384659315734,-0.933574117158656,0.256627654160993,-3.63785469734679,0.000274918440715381,0.094994503431635,"Unchanged"
"ENSG00000146122.17","DAAM2",55.0772754186523,-0.927876327085489,0.294391322286033,-3.1518467320309,0.00162241409855672,0.168181248138721,"Unchanged"
"ENSG00000230910.6","ADGRB3-DT",30.5945172015862,-0.919753271808502,0.338703873201028,-2.71550857424831,0.00661740628521744,0.232970158256363,"Unchanged"
"ENSG00000130433.8","CACNG6",140.218924284216,-0.918630728890072,0.254281458295795,-3.61265321917993,0.000303079910998295,0.102821237442131,"Unchanged"
"ENSG00000226321.6","CROCC2",168.155276052151,-0.916707945674495,0.273992283718814,-3.34574365829686,0.000820622232131475,0.140476974581112,"Unchanged"
"ENSG00000225900.1","HSPE1P13",13.8411803599737,-0.909499036513628,0.3137606961556,-2.89870288935931,0.00374709786298363,0.195921988953808,"Unchanged"
"ENSG00000224101.1","ELMO1-AS1",16.5418878686004,-0.901334760238182,0.293232345681713,-3.07379036969043,0.00211357891523395,0.182437844562717,"Unchanged"
"ENSG00000153721.19","CNKSR3",11.1956633004351,-0.900853055318818,0.241417518460862,-3.73151485054661,0.000190331787567673,0.0820468004632329,"Unchanged"
"ENSG00000130720.13","FIBCD1",9.60345634899187,-0.892574660679071,0.430783590571591,-2.07197924947593,0.0382673763933581,0.357654966714567,"Unchanged"
"ENSG00000264958.2","ALOX12P1",7.3339205851746,-0.892022926193733,0.304063566181435,-2.93367251261357,0.00334977442434705,0.189404366617854,"Unchanged"
"ENSG00000221882.5","OR3A2",10.2356787348494,-0.889527911103316,0.372803055134356,-2.38605316896541,0.0170302886967607,0.293840127150181,"Unchanged"
"ENSG00000172817.4","CYP7B1",11.3853760066649,-0.883094904599338,0.294861931266176,-2.99494377184336,0.00274495437525576,0.182862329191134,"Unchanged"
"ENSG00000253305.3","PCDHGB6",9.58907805955292,-0.88222195626401,0.309013233068174,-2.85496497190259,0.00430415757837839,0.202664363689436,"Unchanged"
"ENSG00000283378.1","CNTNAP3C",18.0610989850839,-0.873232745898194,0.336631247961358,-2.59403353427972,0.00948572343549139,0.258008911928329,"Unchanged"
"ENSG00000260571.1","BNIP3P5",7.12963920063083,-0.871535629691101,0.299258599240415,-2.91231607680866,0.00358759407046993,0.193482307217652,"Unchanged"
"ENSG00000213759.10","UGT2B11",24.6271041296677,-0.860920839248344,0.248384901747596,-3.46607556735954,0.000528114825029738,0.118522364205064,"Unchanged"
"ENSG00000236709.1","DAPK1-IT1",9.88003600067737,-0.858649665614327,0.322203967101429,-2.66492580255546,0.00770053108195019,0.243781515727142,"Unchanged"
"ENSG00000180875.5","GREM2",16.3769371467641,-0.848637747864212,0.352687656138261,-2.40620201216095,0.0161193484633792,0.292241752035452,"Unchanged"
"ENSG00000204296.13","TSBP1",9.28508363551919,-0.844931754504063,0.299324821966932,-2.82279213916113,0.00476074263831865,0.211458862630136,"Unchanged"
"ENSG00000227436.1","FCF1P1",11.0318656090738,-0.842028991181102,0.25766899230147,-3.26787085888836,0.00108359796920368,0.150886973935608,"Unchanged"
"ENSG00000154227.14","CERS3",19.6391567432117,-0.835244824384054,0.303505429036707,-2.75199302706061,0.0059233782134004,0.229780278760578,"Unchanged"
"ENSG00000136872.21","ALDOB",6.44653703318766,-0.833419398313085,0.328455833139575,-2.5373865044404,0.0111683574970351,0.268112628431383,"Unchanged"
"ENSG00000227009.1","FUNDC2P4",6.32905594045231,-0.821183904825783,0.356618078571387,-2.30269847259412,0.0212958142002336,0.312348226212095,"Unchanged"
"ENSG00000054179.12","ENTPD2",54.8274231083821,-0.820033286233665,0.348649160727371,-2.35203000208825,0.0186712688903282,0.300852509693121,"Unchanged"
"ENSG00000149534.9","MS4A2",122.954511754267,-0.815022576358952,0.277025334428389,-2.9420506902037,0.00326046551336382,0.187545325763613,"Unchanged"
"ENSG00000140287.11","HDC",236.335348237968,-0.80986102602598,0.273641291117069,-2.9595717178498,0.00308066987455661,0.185335724963173,"Unchanged"
"ENSG00000118785.15","SPP1",40.3084263088347,-0.809585567134521,0.408736945496912,-1.98070073198371,0.0476248446381886,0.378947794375572,"Unchanged"
"ENSG00000230081.2","HSPE1P28",6.93142059155971,-0.794605361768777,0.333181098654566,-2.38490528117444,0.0170835192301339,0.293840127150181,"Unchanged"
"ENSG00000224607.4","IGKV1D-27",10.6807791878981,-0.794332837514813,0.363640423823471,-2.18439091331722,0.0289335353580531,0.3258099632052,"Unchanged"
"ENSG00000203663.4","OR2L2",7.26795019098965,-0.782060939652691,0.324531949862262,-2.40981185360829,0.0159607490376569,0.291869292883714,"Unchanged"
"ENSG00000196421.9","C20orf204",142.60040323604,-0.781336484914426,0.326642856775832,-2.39202073061295,0.0167558959266776,0.293314039061758,"Unchanged"
"ENSG00000179348.13","GATA2",617.943563789506,-0.780830294522257,0.23793572824223,-3.28168577409836,0.00103188526077538,0.150886973935608,"Unchanged"
"ENSG00000060566.14","CREB3L3",9.5616640832823,-0.772903122793157,0.351464289573023,-2.19909431974474,0.0278712163535475,0.323212570503943,"Unchanged"
"ENSG00000238243.3","OR2W3",395.926418498742,-0.763456192952805,0.316754500030967,-2.41024576723667,0.0159417775964716,0.291869292883714,"Unchanged"
"ENSG00000103355.14","PRSS33",697.546984054006,-0.761015638004477,0.24025714773362,-3.16750467231983,0.00153753239382267,0.168181248138721,"Unchanged"
"ENSG00000184292.7","TACSTD2",53.7503055914703,-0.759581068905305,0.330026973899963,-2.30157268640577,0.0213592819351918,0.312348226212095,"Unchanged"
"ENSG00000182853.12","VMO1",31.5813156106229,-0.756393804422074,0.239217302610298,-3.16195273572787,0.00156714998325903,0.168181248138721,"Unchanged"
"ENSG00000131016.17","AKAP12",62.4425165705015,-0.755481400335327,0.238577261169167,-3.16661108704588,0.00154226427535002,0.168181248138721,"Unchanged"
"ENSG00000258917.1","ZMYND19P1",10.7045371013995,-0.75308254585849,0.281573165038999,-2.67455368395701,0.00748287947611651,0.242783314137118,"Unchanged"
"ENSG00000254843.1","XIAPP2",9.27552448747997,-0.741518521664828,0.298106198817189,-2.48743073645227,0.0128669505998417,0.28142188935368,"Unchanged"
"ENSG00000218428.1","NIP7P3",9.67228286432788,-0.734024262303247,0.317902237667832,-2.30896223847978,0.020945676763922,0.311263480449216,"Unchanged"
